pull	tow	V	7.30	HYPER/HYPONYMS
swap	give	V	3.17	NONE
hike	trail	V	5.48	NONE
sneak	lie	V	5.48	NONE
brush	paint	V	6.97	COHYPONYMS
want	get	V	2.16	NONE
create	imagine	V	4.81	HYPER/HYPONYMS
travel	move	V	6.47	SYNONYMS
desire	need	V	5.13	NONE
think	realize	V	5.15	NONE
boom	crash	V	6.31	COHYPONYMS
replace	fix	V	2.11	NONE
fall	dive	V	4.15	HYPER/HYPONYMS
respond	speak	V	7.30	NONE
travel	go	V	7.97	SYNONYMS
accept	allow	V	6.94	HYPER/HYPONYMS
jump	dive	V	5.15	HYPER/HYPONYMS
bring	carry	V	4.98	HYPER/HYPONYMS
get	ask	V	2.49	COHYPONYMS
spin	turn	V	6.97	HYPER/HYPONYMS
break	replace	V	0.50	HYPER/HYPONYMS
run	hide	V	1.00	NONE
start	begin	V	8.80	SYNONYMS
weave	drive	V	0.91	COHYPONYMS
prepare	cook	V	6.14	SYNONYMS
pretend	imitate	V	4.65	NONE
lose	forget	V	4.07	HYPER/HYPONYMS
hunt	kill	V	6.81	NONE
let	allow	V	8.80	SYNONYMS
look	appear	V	4.98	SYNONYMS
dive	swim	V	4.32	HYPER/HYPONYMS
dance	sway	V	3.82	NONE
whisper	yell	V	0.83	NONE
become	make	V	4.15	HYPER/HYPONYMS
scare	surprise	V	5.31	NONE
sway	move	V	6.81	HYPER/HYPONYMS
go	send	V	1.49	NONE
float	drift	V	7.30	SYNONYMS
concentrate	wander	V	0.50	NONE
suppose	guess	V	7.14	SYNONYMS
split	leave	V	2.99	NONE
get	put	V	1.33	NONE
receive	send	V	2.32	NONE
begin	introduce	V	4.32	HYPER/HYPONYMS
call	yell	V	7.64	SYNONYMS
cook	mix	V	3.49	COHYPONYMS
attack	beat	V	7.80	NONE
sew	rip	V	0.83	NONE
call	respond	V	5.15	NONE
lose	find	V	0.00	ANTONYMS
hurry	rush	V	9.79	HYPER/HYPONYMS
convince	lie	V	1.49	NONE
enjoy	relax	V	5.81	NONE
introduce	show	V	6.14	NONE
sit	lie	V	3.32	ANTONYMS
appear	see	V	3.65	NONE
flow	pour	V	5.31	HYPER/HYPONYMS
play	swing	V	3.15	HYPER/HYPONYMS
drip	sink	V	1.99	COHYPONYMS
sink	float	V	0.33	ANTONYMS
remind	think	V	3.32	NONE
take	replace	V	1.16	NONE
run	escape	V	4.65	HYPER/HYPONYMS
take	choose	V	3.82	SYNONYMS
fly	launch	V	4.32	NONE
tell	talk	V	8.30	HYPER/HYPONYMS
boil	fry	V	3.32	NONE
keep	hold	V	6.14	SYNONYMS
yawn	stretch	V	2.32	NONE
make	do	V	4.15	SYNONYMS
grill	burn	V	2.99	NONE
grab	hold	V	7.97	NONE
smoke	cough	V	2.66	NONE
think	pause	V	4.48	NONE
help	participate	V	6.14	NONE
fight	kill	V	4.15	NONE
rise	lift	V	7.47	SYNONYMS
swap	change	V	7.97	HYPER/HYPONYMS
crawl	climb	V	2.32	NONE
see	hear	V	1.99	SYNONYMS
win	fight	V	2.49	NONE
leap	fall	V	1.66	NONE
beat	hurt	V	5.64	NONE
fall	rise	V	0.33	ANTONYMS
climb	fall	V	1.49	ANTONYMS
burn	melt	V	5.81	NONE
let	release	V	4.65	NONE
describe	write	V	3.65	HYPER/HYPONYMS
hear	tell	V	0.83	NONE
grasp	understand	V	8.47	HYPER/HYPONYMS
destroy	repair	V	0.83	NONE
combine	join	V	7.47	NONE
join	gather	V	5.15	NONE
bend	turn	V	3.32	HYPER/HYPONYMS
stop	whistle	V	0.33	NONE
die	crash	V	2.82	HYPER/HYPONYMS
realize	discover	V	7.14	NONE
guess	try	V	2.32	NONE
rub	grate	V	5.15	HYPER/HYPONYMS
drag	pull	V	7.30	HYPER/HYPONYMS
spell	speak	V	2.16	NONE
hide	bury	V	5.31	HYPER/HYPONYMS
hide	find	V	1.66	NONE
relax	stretch	V	3.65	NONE
waste	throw	V	2.66	NONE
bury	forget	V	3.98	SYNONYMS
learn	teach	V	2.82	SYNONYMS
come	bring	V	1.83	NONE
wait	stay	V	6.47	NONE
burst	laugh	V	2.16	NONE
lose	defeat	V	2.32	NONE
speak	listen	V	0.66	NONE
organize	prepare	V	7.30	SYNONYMS
ask	suggest	V	4.32	NONE
walk	talk	V	1.33	NONE
toast	burn	V	5.64	NONE
drink	gulp	V	6.47	HYPER/HYPONYMS
protect	help	V	5.15	NONE
admit	give	V	2.32	ANTONYMS
stay	come	V	1.00	NONE
win	finish	V	4.48	NONE
lean	sway	V	6.14	NONE
want	hope	V	5.15	HYPER/HYPONYMS
slide	show	V	0.66	NONE
choke	swallow	V	0.50	NONE
keep	snatch	V	1.83	NONE
sprinkle	pour	V	2.66	COHYPONYMS
do	perform	V	7.47	SYNONYMS
supply	give	V	6.97	HYPER/HYPONYMS
get	have	V	7.64	HYPER/HYPONYMS
change	replace	V	6.81	HYPER/HYPONYMS
build	destroy	V	0.50	NONE
survive	struggle	V	3.32	NONE
crash	wreck	V	6.64	NONE
release	go	V	3.82	NONE
leave	escape	V	5.64	HYPER/HYPONYMS
hold	hug	V	7.64	HYPER/HYPONYMS
run	charge	V	5.15	NONE
drift	move	V	5.31	HYPER/HYPONYMS
mow	plow	V	4.32	NONE
rinse	wash	V	7.64	SYNONYMS
visit	travel	V	6.31	HYPER/HYPONYMS
receive	give	V	0.66	NONE
print	press	V	5.31	NONE
express	tell	V	5.98	HYPER/HYPONYMS
break	connect	V	0.33	NONE
hate	respect	V	0.17	NONE
scribble	draw	V	8.13	HYPER/HYPONYMS
grab	release	V	0.33	NONE
comfort	relax	V	5.15	NONE
sweat	shiver	V	1.16	NONE
exist	die	V	1.16	NONE
squeeze	crush	V	7.30	SYNONYMS
solve	find	V	6.14	NONE
show	dance	V	2.82	NONE
stretch	pull	V	6.47	HYPER/HYPONYMS
disturb	awake	V	5.43	NONE
talk	pray	V	2.49	NONE
leap	hop	V	6.31	HYPER/HYPONYMS
blow	pop	V	2.49	COHYPONYMS
believe	accept	V	5.64	HYPER/HYPONYMS
attack	kill	V	4.23	NONE
tell	suggest	V	3.65	HYPER/HYPONYMS
reflect	see	V	4.15	NONE
split	crack	V	7.97	NONE
pay	buy	V	5.48	HYPER/HYPONYMS
deliver	take	V	2.49	NONE
sneak	slither	V	4.81	NONE
watch	examine	V	7.24	HYPER/HYPONYMS
move	stay	V	0.50	ANTONYMS
listen	learn	V	1.33	NONE
remove	add	V	0.17	ANTONYMS
win	play	V	1.16	NONE
remember	realize	V	5.64	NONE
tumble	fall	V	8.30	HYPER/HYPONYMS
fight	tackle	V	3.82	NONE
disturb	upset	V	5.98	SYNONYMS
meet	swap	V	1.83	NONE
snap	break	V	7.70	HYPER/HYPONYMS
boom	explode	V	8.63	NONE
get	replace	V	4.15	NONE
toss	turn	V	4.23	HYPER/HYPONYMS
save	rescue	V	9.79	HYPER/HYPONYMS
upset	hurt	V	6.31	HYPER/HYPONYMS
help	lend	V	5.98	NONE
move	avoid	V	3.65	NONE
talk	communicate	V	7.47	HYPER/HYPONYMS
slurp	suck	V	5.81	NONE
stop	go	V	1.16	HYPER/HYPONYMS
hike	walk	V	7.30	HYPER/HYPONYMS
show	express	V	6.64	SYNONYMS
choke	cough	V	3.32	NONE
ride	drive	V	4.98	SYNONYMS
perform	dance	V	6.31	NONE
squeak	crack	V	2.16	NONE
call	collect	V	1.81	NONE
sip	gulp	V	2.99	COHYPONYMS
cover	bury	V	6.97	COHYPONYMS
hit	beat	V	7.97	COHYPONYMS
change	spare	V	1.83	NONE
tickle	giggle	V	3.32	NONE
bother	affect	V	5.98	HYPER/HYPONYMS
go	start	V	8.30	SYNONYMS
draw	attract	V	3.32	HYPER/HYPONYMS
sit	rise	V	0.30	ANTONYMS
protect	watch	V	4.98	NONE
achieve	accomplish	V	8.47	SYNONYMS
read	write	V	1.81	NONE
shake	dance	V	5.15	COHYPONYMS
attempt	try	V	8.63	SYNONYMS
grind	smash	V	4.65	NONE
need	depend	V	5.81	NONE
defend	help	V	5.64	NONE
bake	fry	V	4.81	COHYPONYMS
snuggle	hug	V	6.97	NONE
tear	wear	V	1.49	NONE
watch	see	V	8.13	HYPER/HYPONYMS
avoid	hide	V	5.81	NONE
show	perform	V	6.14	NONE
become	arrive	V	1.33	NONE
talk	argue	V	3.82	HYPER/HYPONYMS
admit	tell	V	4.98	NONE
go	stay	V	0.00	ANTONYMS
concentrate	think	V	7.97	HYPER/HYPONYMS
save	help	V	8.30	NONE
give	return	V	3.32	HYPER/HYPONYMS
slide	fall	V	3.82	NONE
blow	whistle	V	2.82	COHYPONYMS
practice	repeat	V	7.47	NONE
rip	tear	V	9.96	HYPER/HYPONYMS
hit	connect	V	3.82	HYPER/HYPONYMS
yell	scream	V	8.00	SYNONYMS
mend	break	V	1.00	ANTONYMS
organize	gather	V	4.81	NONE
ask	please	V	1.66	NONE
change	affect	V	6.97	HYPER/HYPONYMS
suppose	imagine	V	6.31	SYNONYMS
follow	come	V	4.15	SYNONYMS
spend	save	V	1.00	HYPER/HYPONYMS
tap	touch	V	7.64	HYPER/HYPONYMS
meet	introduce	V	2.82	NONE
sew	weave	V	5.15	NONE
shrink	grow	V	1.00	NONE
destroy	smash	V	6.79	HYPER/HYPONYMS
steal	sneak	V	6.14	HYPER/HYPONYMS
run	rush	V	6.81	HYPER/HYPONYMS
lean	stand	V	3.98	COHYPONYMS
return	take	V	1.49	HYPER/HYPONYMS
choke	die	V	4.65	SYNONYMS
teach	show	V	5.81	NONE
fight	disagree	V	5.98	NONE
follow	chase	V	7.14	HYPER/HYPONYMS
destroy	explode	V	4.15	HYPER/HYPONYMS
enjoy	participate	V	2.32	NONE
laugh	tickle	V	3.98	NONE
tell	convince	V	4.48	NONE
achieve	finish	V	5.48	NONE
scratch	rub	V	3.98	SYNONYMS
stamp	lick	V	0.17	NONE
hurt	ache	V	5.64	SYNONYMS
wrap	cover	V	8.47	HYPER/HYPONYMS
help	hurt	V	0.00	NONE
think	reflect	V	8.13	HYPER/HYPONYMS
follow	lead	V	0.17	ANTONYMS
ignore	hurt	V	2.66	NONE
realize	set	V	1.16	NONE
exchange	swap	V	9.63	HYPER/HYPONYMS
destroy	crush	V	6.97	NONE
enter	admit	V	5.31	NONE
deliver	give	V	6.97	HYPER/HYPONYMS
prove	show	V	6.31	SYNONYMS
blow	hit	V	3.15	COHYPONYMS
chew	bite	V	6.97	NONE
float	swim	V	4.65	COHYPONYMS
spill	pour	V	4.65	COHYPONYMS
hurt	fall	V	2.32	NONE
correct	fix	V	8.30	NONE
blame	hate	V	3.15	NONE
flip	flap	V	1.99	NONE
glide	flow	V	4.15	NONE
drink	quench	V	6.34	NONE
scratch	hurt	V	4.32	NONE
go	leave	V	8.45	HYPER/HYPONYMS
begin	stop	V	0.33	ANTONYMS
scribble	write	V	6.97	HYPER/HYPONYMS
think	feel	V	3.32	HYPER/HYPONYMS
swim	dip	V	3.15	ANTONYMS
smell	sweat	V	4.32	NONE
stumble	fall	V	7.47	NONE
crunch	bite	V	6.64	NONE
smash	break	V	9.46	HYPER/HYPONYMS
wash	soak	V	5.15	NONE
run	skip	V	4.15	NONE
reflect	shine	V	6.14	SYNONYMS
excuse	interrupt	V	0.66	NONE
speak	tell	V	6.81	NONE
punch	fight	V	6.14	NONE
push	fight	V	4.98	HYPER/HYPONYMS
learn	read	V	2.32	SYNONYMS
explain	describe	V	8.13	HYPER/HYPONYMS
leave	excuse	V	4.38	NONE
hit	pinch	V	2.99	NONE
frighten	scare	V	8.96	NONE
whistle	hum	V	4.98	COHYPONYMS
play	perform	V	5.98	HYPER/HYPONYMS
leave	take	V	1.16	ANTONYMS
wreck	drive	V	0.91	NONE
help	cry	V	0.66	NONE
catch	chase	V	3.49	NONE
travel	roam	V	4.83	HYPER/HYPONYMS
attack	fight	V	6.97	HYPER/HYPONYMS
bother	interrupt	V	6.14	NONE
receive	deliver	V	1.49	NONE
capture	take	V	7.47	HYPER/HYPONYMS
move	leave	V	4.81	HYPER/HYPONYMS
achieve	try	V	4.15	NONE
come	leave	V	1.00	ANTONYMS
smell	taste	V	2.49	COHYPONYMS
lower	raise	V	0.00	ANTONYMS
sink	dip	V	6.14	SYNONYMS
hate	ignore	V	1.49	NONE
play	lead	V	2.32	NONE
drink	pop	V	0.50	HYPER/HYPONYMS
sneak	hide	V	5.64	NONE
wiggle	move	V	7.14	HYPER/HYPONYMS
miss	hit	V	0.17	ANTONYMS
move	change	V	4.15	HYPER/HYPONYMS
tow	move	V	4.48	HYPER/HYPONYMS
tell	describe	V	7.64	NONE
talk	listen	V	1.16	NONE
heal	help	V	5.31	HYPER/HYPONYMS
search	look	V	9.63	SYNONYMS
lie	promise	V	0.33	COHYPONYMS
set	swing	V	1.66	HYPER/HYPONYMS
talk	say	V	8.96	NONE
die	kill	V	0.83	NONE
touch	kiss	V	3.49	HYPER/HYPONYMS
loosen	tie	V	0.33	ANTONYMS
gather	collect	V	9.63	SYNONYMS
have	want	V	1.83	NONE
fly	soar	V	8.30	HYPER/HYPONYMS
stop	stay	V	6.47	HYPER/HYPONYMS
lose	control	V	0.17	NONE
glide	hang	V	1.66	NONE
grab	take	V	5.98	HYPER/HYPONYMS
hop	jump	V	6.81	HYPER/HYPONYMS
argue	disagree	V	6.64	NONE
slide	move	V	4.48	HYPER/HYPONYMS
walk	crawl	V	2.32	COHYPONYMS
snore	snooze	V	4.15	NONE
look	see	V	7.97	HYPER/HYPONYMS
tell	lie	V	2.16	NONE
cover	spread	V	4.98	HYPER/HYPONYMS
take	snatch	V	7.80	HYPER/HYPONYMS
cover	hide	V	6.47	HYPER/HYPONYMS
keep	save	V	8.47	HYPER/HYPONYMS
allow	go	V	2.66	NONE
forget	leave	V	3.15	SYNONYMS
defend	stand	V	1.66	HYPER/HYPONYMS
overcome	conquer	V	7.80	HYPER/HYPONYMS
deliver	bring	V	6.14	HYPER/HYPONYMS
kneel	sit	V	2.82	NONE
hurt	limp	V	2.99	NONE
make	design	V	4.81	HYPER/HYPONYMS
like	want	V	3.82	HYPER/HYPONYMS
accept	understand	V	7.30	HYPER/HYPONYMS
wiggle	giggle	V	0.83	NONE
hop	skip	V	5.81	SYNONYMS
push	pull	V	0.83	ANTONYMS
scream	roar	V	7.14	HYPER/HYPONYMS
convince	talk	V	4.32	NONE
give	sell	V	2.32	HYPER/HYPONYMS
rise	lower	V	0.33	NONE
hurt	cry	V	2.49	NONE
stop	flow	V	0.17	NONE
come	go	V	1.83	HYPER/HYPONYMS
bake	make	V	6.19	HYPER/HYPONYMS
attack	tackle	V	5.15	HYPER/HYPONYMS
run	flow	V	2.66	SYNONYMS
move	turn	V	4.81	HYPER/HYPONYMS
enter	leave	V	1.16	ANTONYMS
grab	reach	V	7.14	COHYPONYMS
agree	disagree	V	0.66	ANTONYMS
replace	fill	V	3.15	NONE
hurt	whip	V	3.98	NONE
yell	roar	V	7.47	HYPER/HYPONYMS
hurt	feel	V	5.15	COHYPONYMS
fall	bounce	V	1.66	COHYPONYMS
choose	pick	V	9.63	HYPER/HYPONYMS
sew	knit	V	5.98	NONE
wipe	spill	V	1.00	NONE
affect	respond	V	1.66	NONE
deliver	send	V	6.14	NONE
fix	mend	V	9.30	SYNONYMS
become	grow	V	5.15	HYPER/HYPONYMS
learn	know	V	5.64	NONE
cook	boil	V	5.98	COHYPONYMS
respond	talk	V	4.98	NONE
yell	hoot	V	3.49	NONE
kick	hurt	V	3.98	NONE
be	become	V	5.81	NONE
leave	return	V	0.15	NONE
kneel	bend	V	4.81	NONE
lie	admit	V	3.32	NONE
pinch	punch	V	2.99	NONE
hit	pat	V	3.98	NONE
convince	explain	V	5.31	NONE
exist	live	V	8.30	SYNONYMS
keep	find	V	3.49	NONE
receive	take	V	5.98	HYPER/HYPONYMS
know	think	V	2.57	HYPER/HYPONYMS
send	get	V	1.83	NONE
beat	whip	V	5.81	HYPER/HYPONYMS
win	lose	V	1.66	ANTONYMS
hit	punch	V	7.64	HYPER/HYPONYMS
jump	flip	V	3.98	COHYPONYMS
argue	discuss	V	4.15	NONE
guess	know	V	1.83	NONE
burst	explode	V	8.13	SYNONYMS
prepare	fix	V	3.15	HYPER/HYPONYMS
do	participate	V	7.97	NONE
explain	understand	V	1.66	NONE
crawl	run	V	1.33	COHYPONYMS
hurt	bite	V	4.48	HYPER/HYPONYMS
ignore	avoid	V	8.47	NONE
pinch	squeeze	V	6.64	SYNONYMS
conquer	win	V	7.47	NONE
grant	give	V	6.97	HYPER/HYPONYMS
command	tell	V	7.80	HYPER/HYPONYMS
cry	upset	V	5.98	NONE
suggest	say	V	5.81	HYPER/HYPONYMS
sway	swing	V	7.47	SYNONYMS
spell	write	V	5.31	SYNONYMS
carry	hold	V	7.09	HYPER/HYPONYMS
slide	swing	V	3.49	COHYPONYMS
collect	keep	V	5.15	HYPER/HYPONYMS
stray	wander	V	7.47	SYNONYMS
remove	strip	V	7.47	HYPER/HYPONYMS
pretend	imagine	V	6.97	NONE
bump	hit	V	7.30	HYPER/HYPONYMS
appear	come	V	3.65	NONE
grind	grate	V	6.47	SYNONYMS
pop	explode	V	6.97	NONE
tell	listen	V	0.66	NONE
smell	touch	V	1.00	COHYPONYMS
release	relax	V	4.48	NONE
grasp	hold	V	9.30	HYPER/HYPONYMS
explode	blow	V	5.81	NONE
wander	search	V	6.97	NONE
whisper	scream	V	0.33	NONE
punch	drink	V	0.83	NONE
grab	pick	V	6.81	NONE
bend	stretch	V	6.14	NONE
pour	drip	V	3.15	HYPER/HYPONYMS
repair	replace	V	2.66	NONE
crush	grind	V	7.47	COHYPONYMS
do	stop	V	0.33	NONE
pop	burst	V	8.80	HYPER/HYPONYMS
make	break	V	0.17	ANTONYMS
weave	knit	V	6.14	COHYPONYMS
lean	lay	V	2.32	HYPER/HYPONYMS
pay	treat	V	5.15	NONE
wander	worry	V	1.66	NONE
steal	cheat	V	3.98	NONE
cough	sneeze	V	3.15	NONE
prefer	want	V	6.14	NONE
knock	tap	V	5.31	SYNONYMS
let	do	V	0.66	NONE
begin	finish	V	1.83	ANTONYMS
interrupt	break	V	4.65	SYNONYMS
pluck	pull	V	6.47	HYPER/HYPONYMS
make	create	V	8.60	SYNONYMS
change	become	V	5.48	HYPER/HYPONYMS
bump	knock	V	7.47	SYNONYMS
pounce	hit	V	2.49	NONE
listen	watch	V	1.16	NONE
hurt	burn	V	2.99	HYPER/HYPONYMS
leave	visit	V	1.99	NONE
accomplish	finish	V	6.97	HYPER/HYPONYMS
spring	bounce	V	8.80	HYPER/HYPONYMS
laugh	enjoy	V	5.98	NONE
admit	say	V	4.98	NONE
win	overcome	V	5.31	NONE
rip	mend	V	1.49	NONE
hold	stay	V	4.48	COHYPONYMS
cook	fry	V	6.64	HYPER/HYPONYMS
jump	pounce	V	7.97	NONE
help	scream	V	1.16	NONE
grab	snatch	V	7.97	COHYPONYMS
wear	fit	V	4.81	NONE
go	enter	V	5.81	NONE
do	dare	V	1.66	NONE
win	accomplish	V	5.81	HYPER/HYPONYMS
dance	tap	V	2.66	HYPER/HYPONYMS
fit	trim	V	3.65	HYPER/HYPONYMS
send	give	V	5.48	HYPER/HYPONYMS
give	lend	V	6.49	HYPER/HYPONYMS
slither	crawl	V	6.81	COHYPONYMS
tell	remind	V	5.64	NONE
call	talk	V	4.98	HYPER/HYPONYMS
fill	cover	V	3.49	NONE
help	warn	V	3.82	NONE
put	give	V	2.99	HYPER/HYPONYMS
fix	heal	V	7.09	NONE
capture	release	V	0.66	NONE
follow	trail	V	7.47	HYPER/HYPONYMS
cast	break	V	1.33	NONE
greet	meet	V	5.98	NONE
mend	heal	V	6.81	SYNONYMS
steal	snatch	V	6.34	NONE
lie	lay	V	6.31	SYNONYMS
stop	wait	V	5.31	NONE
swim	meet	V	0.50	NONE
change	turn	V	4.15	HYPER/HYPONYMS
hide	scare	V	2.16	NONE
hit	attack	V	6.81	HYPER/HYPONYMS
lick	taste	V	4.98	NONE
exchange	return	V	5.48	NONE
convince	agree	V	1.16	NONE
slap	pat	V	2.99	NONE
scratch	scribble	V	4.15	NONE
crash	smash	V	6.81	COHYPONYMS
sip	swallow	V	5.15	NONE
sniff	scratch	V	0.50	NONE
swap	fly	V	1.00	COHYPONYMS
avoid	miss	V	9.13	HYPER/HYPONYMS
try	convince	V	1.83	NONE
enjoy	live	V	2.82	NONE
concentrate	learn	V	3.49	NONE
slip	slide	V	5.73	SYNONYMS
destroy	make	V	2.26	NONE
appear	show	V	4.98	HYPER/HYPONYMS
toss	catch	V	3.49	NONE
leap	bound	V	7.64	SYNONYMS
conquer	control	V	6.47	HYPER/HYPONYMS
sip	slurp	V	5.81	NONE
smash	crush	V	9.46	SYNONYMS
sneeze	sniff	V	2.82	NONE
throw	kick	V	1.66	COHYPONYMS
flap	cover	V	0.66	NONE
dip	chew	V	1.99	NONE
pull	press	V	2.49	ANTONYMS
shine	rise	V	2.16	NONE
get	give	V	1.49	HYPER/HYPONYMS
move	walk	V	6.81	HYPER/HYPONYMS
leave	travel	V	5.98	NONE
combine	add	V	7.64	HYPER/HYPONYMS
like	enjoy	V	8.63	HYPER/HYPONYMS
travel	fly	V	5.48	HYPER/HYPONYMS
sting	bite	V	3.32	SYNONYMS
pick	prefer	V	6.47	NONE
wag	move	V	3.62	HYPER/HYPONYMS
send	return	V	1.99	HYPER/HYPONYMS
hurt	squeeze	V	2.82	NONE
separate	remove	V	5.15	NONE
ignore	forget	V	2.32	NONE
release	give	V	3.32	COHYPONYMS
catch	lose	V	1.00	NONE
roam	follow	V	2.82	NONE
read	spell	V	1.33	NONE
pause	stop	V	6.64	COHYPONYMS
express	say	V	6.31	HYPER/HYPONYMS
win	defeat	V	1.49	NONE
swallow	gulp	V	8.13	COHYPONYMS
argue	agree	V	1.66	NONE
slip	cover	V	2.16	NONE
fall	stand	V	0.83	COHYPONYMS
fade	disappear	V	8.30	HYPER/HYPONYMS
hurt	soar	V	0.66	NONE
crunch	break	V	4.81	HYPER/HYPONYMS
warn	tell	V	6.14	HYPER/HYPONYMS
have	give	V	1.49	SYNONYMS
sip	stir	V	1.16	NONE
chop	grate	V	3.49	NONE
hate	like	V	1.16	NONE
aim	shoot	V	3.32	NONE
glide	fly	V	7.14	HYPER/HYPONYMS
replace	give	V	1.83	NONE
ask	try	V	1.33	NONE
make	prepare	V	7.30	HYPER/HYPONYMS
touch	pat	V	7.30	HYPER/HYPONYMS
show	hide	V	2.16	ANTONYMS
remember	remind	V	5.98	NONE
hit	knock	V	5.98	HYPER/HYPONYMS
forget	remember	V	0.17	ANTONYMS
talk	participate	V	3.98	NONE
spend	use	V	3.49	NONE
grow	raise	V	7.14	SYNONYMS
steal	lie	V	2.66	NONE
blur	see	V	1.49	NONE
jump	leap	V	9.63	SYNONYMS
fight	hit	V	6.31	HYPER/HYPONYMS
shake	bake	V	0.17	NONE
decide	choose	V	8.80	HYPER/HYPONYMS
do	achieve	V	6.81	NONE
fight	struggle	V	5.81	SYNONYMS
think	guess	V	2.99	SYNONYMS
speak	talk	V	9.30	SYNONYMS
separate	split	V	9.13	SYNONYMS
cast	play	V	4.48	NONE
replace	remove	V	3.15	NONE
accept	take	V	8.30	SYNONYMS
break	burst	V	5.31	HYPER/HYPONYMS
burn	fry	V	5.81	NONE
attack	pounce	V	5.98	NONE
sip	taste	V	4.48	NONE
decorate	change	V	4.48	HYPER/HYPONYMS
say	tell	V	7.47	SYNONYMS
lie	believe	V	0.17	NONE
hurt	sting	V	4.81	HYPER/HYPONYMS
crash	break	V	5.64	HYPER/HYPONYMS
remove	leave	V	4.48	NONE
hold	release	V	1.16	ANTONYMS
walk	ride	V	1.00	ANTONYMS
fix	solve	V	7.47	NONE
promise	break	V	0.33	NONE
leave	arrive	V	0.17	ANTONYMS
pretend	play	V	5.31	HYPER/HYPONYMS
explode	erupt	V	8.30	HYPER/HYPONYMS
agree	accept	V	6.81	HYPER/HYPONYMS
steal	borrow	V	2.49	NONE
learn	think	V	5.64	NONE
turn	stir	V	4.68	COHYPONYMS
munch	crunch	V	6.14	SYNONYMS
